Expediente|Numero|Inscripcion|Fojas|Tomo|Libro|Predio|Fecha|Lugar|Observaciones
57766|2|1738052|116 a 170|40|APENDICE|0295239 1|17/8/23 000000|CHOLULA, PUEBLA|HIPOTECA
57766|1|1738046|116 a 170|40|APENDICE|0295239 1|17/8/23 000000|CHOLULA, PUEBLA|COMPRAVENTA
58231|1|FME 50253|||||24/1/24 000000|PUEBLA, PUEBLA|NCI 202400018130
57701|3|3178065|476 a 532|31|APENDICE|24042|22/1/24 000000|PUEBLA, PUEBLA|APLICACION DE BIENES
57701|2|3178062|476 a 532|31|APENDICE|24042|22/1/24 000000|PUEBLA, PUEBLA|DECLARACION DE ERECCION
57701|1|3178060|476 a 532|31|APENDICE|24042|22/1/24 000000|PUEBLA, PUEBLA|NOMBRAMIENTO DE ALBACEA Y HEREDEROS
56137|1|3178054|128 a 151|32|APENDICE|136918|22/1/24 000000|PUEBLA, PUEBLA|COMPRAVENTA
57924|2|3178318|137 a 172|30|APENDICE|0529155 1|20/1/24 000000|PUEBLA, PUEBLA|SUCESION INTESTAMENTARIA NOTARIAL
57924|1|3178288|137 a 172|30|APENDICE|0529155 1|20/1/24 000000|PUEBLA, PUEBLA|NOMBRAMIENTO DE ALBACEA Y HEREDEROS 
57799|1|3175204|||||8/1/24 000000|PUEBLA, PUEBLA|FOLIO 0423959 1
57369|1|3177517|72 A 99|28|APENDICE|0019265 1|19/1/24 000000|PUEBLA, PUEBLA|DONACION 
57450|1|3175502|143 A 169|16|APENDICE||12/1/24 000000|PUEBLA, PUEBLA|0068481 1
56810|2|3882|1499 A 1519|1||SEGUNDA|16/11/23 000000|XALAPA, VERACRUZ|
56810|1|8727|3062 A 3079|1||PRIMERA|16/11/23 000000|XALAPA, VERACRUZ|
56926|1|0|||||1/1/11 000000||
57440|1|3175640|||||11/1/24 000000|PUEBLA, PUEBLA|FOLIO 0380312 1 COMPRAVENTA
58215|1|NCI|202400008339||FME   N-|2024002354|15/1/23 000000|PUEBLA|
56766|2|3175683|||||9/1/24 000000|PUEBLA, PUEBLA|FOLIO 0233565 1 SUCESION INTESTAMENTARIA
56766|1|3175675|||||9/1/24 000000|PUEBLA, PUEBLA|FOLIO 0233565 1 PROTO DE INVENTARIOS Y A
57615|1|699|175 VTA|53|II||5/12/23 000000|TEPEACA, PUEBLA|
58135|1|0|||||21/12/23 000000|CHOLULA, PUEBLA|FME N-2018045118, NCI 202300335725
58100|1|0|||||18/12/23 000000|TECALI DE HERRERA, PUEBLA|FME N-2017080280, NCI 202300334837
57544|3|466210|||||28/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0041675 1 COMPRAVENTA
57544|2|466209|||||28/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0041675 1 ERECCION
57544|1|466204|||||28/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0041675 1 RECTIFICACION
57747|1|349|107 VTA|5|3||3/11/23 000000|ATLIXCO, PUEBLA|
54603|6|466384||||159236|28/12/23 000000|PUEBLA, PUEBLA.|POR LA COMPRA-VENTA
54603|5|466380||||159237|28/12/23 000000|TECALI DE HERRERA, PUEBLA|S/CALLE, SIN COLONIA, SAN FRANCISCO TOTI
54603|4|466380||||159236|28/12/23 000000|TECALI  DE HERRERA, PUEBLA|S/CALLE SAN FRANCISCO TOTIMEHUACAN , PUE
54603|3|466380||||159236|28/12/23 000000|TECALI DE HERRERA, PUEBLA|POR LA SEGREGACION
54603|2|466377||||122023|28/12/23 000000|TECALI DE HERRERA, PUEBLA|POR LA FUSION
54603|1|466377||||122022|28/12/23 000000|TECALI DE HERRERA, PUEBLA|POR LA FUSION
58181|1|NCI|202300340447||FME   N-|2023102142|22/12/23 000000|PUEBLA|
58180|1|NCI|202300341123||FME  N-|2023102322|26/12/23 000000|PUEBLA|
58159|1|NCI|202300334707||FME  N-|2023100517|18/12/23 000000|PUEBLA|
58157|1|NCI|202300329405||FME    N-|2023099019|13/12/23 000000|PUEBLA|
57137|3|3174146|22 A 95|1674|APENDICE||21/12/23 000000|PUEBLA,PUEBLA|0309677 1
57137|2|3174144|22 A 95|1674|APENDICE||21/12/23 000000|PUEBLA,PUEBLA|0309677 1
57137|1|3174140|22 A 95|1674|APENDICE||21/12/23 000000|PUEBLA, PUEBLA|0309677 1
57985|1|1725652|166 a 184|1424|APENDICE|0294020 1|21/12/23 000000|CHOLULA, PUEBLA|COMPRAVENTA
58117|1|NCI|202300317301||FME   N-|2023095565|1/12/23 000000|PUEBLA|
58118|1|NCI|202300318328||FME   N-|2023095897|4/12/23 000000|PUEBLA|
58098|1|NCI|202300310710||FME    N- |2023093790|24/11/23 000000|PUEBLA|
58095|1|NCI|202300304390||FME    N-|2023091922|17/11/23 000000|PUEBLA|POR LA CONTITUCION
58065|1|NCI|202300295702||FME    N-|2023089552|9/11/23 000000|PUEBLA|POR LA CONSTITUCION
57797|1|1722384|||||21/12/23 000000|CHOLULA, PUEBLA|FOLIO 0063863 1 CANCELACIN DE HIPOTECA
57629|2|465327|||||20/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0109910 1 COMPRAVENTA
57629|1|465313|||||20/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0109910 1 DECLARACION DE LO EDIFIC
57871|1|464978|||||20/12/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0049728 1
57531|1|1722925|461 a 474|1422|APENDICE|29883|21/12/23 000000|PUEBLA, PUEBLA|COMPRAVENTA A PLAZOS
56215|1|3173495|282 a 299|1669|APENDICE|37597|20/12/23 000000|PUEBLA PUEBLA|COMPRAVENTA
58169|1|NCI|N-2023101279||||20/12/23 000000|PUEBLA, PUEBLA|NCI 202300337421
58089|1|1101172|||||8/12/23 000000|PUEBLA, PUEBLA|MATRICULA 38-33 C
57793|1|FME 3907|||||19/12/23 000000|PUEBLA, PUEBLA|NCI 202300336633
57742|1|3172102||||188666 1|15/12/23 000000|PUEBLA|
56414|1|464239||||153946 1|6/12/23 000000|TECALI DE HERRERA|POR LA RECTIFICACION
57791|1|FME 3907|||||19/12/23 000000|PUEBLA, PUEBLA|NCI 202300336376
58172|1|NCI|202300329830||FME-    N-|2023099115|13/12/23 000000|PUEBLA|POR LA CONSTITUCION
56041|3|1727070|||||14/12/23 000000|CHOLULA, PUEBLA|FOLIO 0326762 1 COMPRAVENTA
56041|2|1727057|||||14/12/23 000000|CHOLULA, PUEBLA|FOLIO 0145514 1 SEGREGACION O SUBDIVICIO
56041|1|1727046|||||14/12/23 000000|CHOLULA, PUEBLA|FOLIO 0145514 1 RESCISION DE CONTRATO
55921|2|1728753|295 a 314|1401|APENDICE|266064|15/12/23 000000|CHOLULA, PUEBLA|COMPRAVENTA
55921|1|1725802|295 a 314|1401|APENDICE|266064|15/12/23 000000|CHOLULA, PUEBLA|CANCELACION DE HIPOTECA
57787|1|FME 31983|||||14/12/23 000000|PUEBLA, PUEBLA|NCI 202300332390
57788|1|FME 31983|||||14/12/23 000000|PUEBLA, PUEBLA|NCI 202300332400
57789|1|FME 31983|||||14/12/23 000000|PUEBLA, PUEBLA|NCI 202300332407
57790|1|FME 3907|||||14/12/23 000000|PUEBLA, PUEBLA|NCI 202300332409
57792|1|FME 3907|||||14/12/23 000000|PUEBLA, PUEBLA|NCI 202300332415
58099|1|0|||||14/12/23 000000|TECALI DE HERRERA, PUEBLA|FME N-2018091345, NCI 202300332375
55499|1|382519|||||8/12/23 000000|HUEJOTZINGO, PUEBLA|FOLIO 0058065 1 
57989|1|3160928||||0297698 1|10/11/23 000000|PUEBLA|
57437|1|FME 31983|||||12/12/23 000000|PUEBLA, PUEBLA|NCI 202300328179
57436|1|FME 31983|||||12/12/23 000000|PUEBLA, PUEBLA|NCI 202300327970
57285|1|FME 31983|||||12/12/23 000000|PUEBLA, PUEBLA|NCI 202300327757
57282|1|FME 31983|||||12/12/23 000000|PUEBLA, PUEBLA|NCI 202300327414
57283|1|FME 31983|||||12/12/23 000000|PUEBLA, PUEBLA|NCI 202300327572
58060|1|1101158||53-2023|||7/12/23 000000|PUEBLA|
58049|1|NCI|202300291157||FME    N-|2023088306|6/11/23 000000|PUEBLA|
58053|1|NCI|202300291569||FME   N-|2023088451|6/11/23 000000|PUEBLA|
58057|1|MCI|202300231528||FME     N-|2023088435|6/11/23 000000|PUEBLA|
55759|1|1722148||||138147|4/12/23 000000|CHOLULA, PUEBLA|
57942|1|1101082|339 a 365|49-2023|COMERCIO||9/11/23 000000|PUEBLA|
57831|1|3166708|303 a 327|1597|APENDICE|0467799 1|29/11/23 000000|PUEBLA, PUEBLA|COMPRAVENTA 
58112|1|NCI |202300324639||FME    N-|2021002599|8/12/23 000000|CANCUN QUINTANA ROO|
47319|1|381132|||||29/11/23 000000|HUEJOTZINGO, PUEBLA|FOLIO 0071952 1
57961|1|1101113|||||22/11/23 000000|PUEBLA, PUEBLA|MATRICULA 318-2014
56474|1|1718658|221 a 240|1311|APENDICE||23/11/23 000000|PUEBLA, PUEBLA|0129954 1
57228|2|1720918||||142885|29/11/23 000000|CHOLULA, PUEBLA|POR LA COMRA-VENTA
57228|1|1720897||||142885|29/11/23 000000|CHOLULA, PUEBLA|POR LA DECLARACION DE LO EDIFICADO
58138|1|FME 37087|||||7/12/23 000000|PUEBLA|NCI 202300323513
57522|1|3169807||||0084045 1|6/12/23 000000|Puebla Puebla|
58137|1|FME 36345|||||7/12/23 000000|PUEBLA|NCI 202300323169
58136|1|FME 38291|||||7/12/23 000000|PUEBLA|NCI 202300322937
58070|1|684|172 VTA|3|5||4/12/23 000000|CHOLULA, PUEBLA|
58006|1|1718207|||||25/11/23 000000|CHOLULA, PUEBLA|FOLIO 0305719 1
57785|1|3167890|||||3/12/23 000000|PUEBLA, PUEBLA|FOLIO 0294643 1
57663|1|3165455|||||1/12/23 000000|PUEBLA, PUEBLA|FOLIO 0098572 1
55906|5|3165951|||||1/12/23 000000|PUEBLA, PUEBLA|FOLIO 0530789 1 CONSTITUCIN DE SERVIDUM
55906|4|3165951|||||1/12/23 000000|PUEBLA, PUEBLA|FOLIO 0530788 1 CONSTITUCIN DE SEVIDUMB
55906|3|3165951|||||1/12/23 000000|PUEBLA, PUEBLA|FOLIO 0530787 1 CONSTITUCIN DE SERVIDUM
55906|2|3165951|||||1/12/23 000000|PUEBLA,PUEBLA|FOLIO 0078129 1 CONSTITUCIN DE SERVIDUM
55906|1|3165893|||||1/12/23 000000|PUEBLA, PUEBLA|FOLIO 0078129 1 SEGRAGACIN Y SUBDIVISI
55621|1|No. asient|20199930||||13/5/21 000000|REG. UNICO DE GARANTIAS MOBILI|NO. DE GARANTIA 1101220, F.M. 1360
57996|1|FME 1250|||||22/11/23 000000|CHOLULA, PUEBLA|NCI 202300307637
58040|1|NCI|202300283780||FME     N-|2023086188|27/10/23 000000|PUEBLA|POR LA CONSTITUCION
58126|1|NCI|202300319123||FME-|42770|4/12/23 000000|PUEBLA|POR LA PROTOCOLIZACION
55520|3|180|46|12|SEGUNDO||9/8/23 000000|TLATLAUQUITEPEC, PUEBLA|POR LA HIPOTECA
55869|1|77|20|125|1||1/12/23 000000|ZACAPOAXTLA, PUEBLA|
56455|1|115|36|26|6||1/12/23 000000|ZACAPOAXTLA, PUEBLA|
57120|1|NCI |202300155866||||21/6/23 000000|PUEBLA, PUEBLA|FME N-2023048094
58071|1|0|||||27/11/23 000000|PUEBLA|FME N-2023093952, NCI 202300311425
57349|2|3164003|25 a 72|1575|APENDICE|82288|21/11/23 000000|PUEBLA|FIDEICOMISO
57349|1|3163992|25 a 72|1575|APENDICE|82288|21/11/23 000000|PUEBLA|HIPOTECA
57098|2|3164212|321 a 354|1577|APENDICE||22/11/23 000000|PUEBLA, PUEBLA|0041761 1
57098|1|3164209|321 a 354|1577|APENDICE||22/11/23 000000|PUEBLA, PUEBLA|00461761 1
57530|1|462481|||||1/11/23 000000|TECALI DE HERRERA, PUEBLA|FOLIO 0155311 1
57689|1|0405||||01|12/11/23 000000|TLAXCALA, TLAXCALA|TL34-X6R9-PM5P-8V7C
57822|1|692|174 FTE|53|11||14/11/23 000000|TEPEACA, PUEBLA|
57621|1|1716042|94 a 108|1298|APENDICE|0230140 1|20/11/23 000000|CHOLULA, PUEBLA|
58046|1|673|170|3|5||15/11/23 000000|CHOLULA, PUEBLA|
57814|1|1716081|||FRI-|215527 1|17/11/23 000000|CHOLULA, PUEBLA|POR LA COMPRA VENTA
57947|1|FME 50414|||||20/10/23 000000|PUEBLA, PUEBLA|NCI-202300275805
58072|1|FME 53619|||||15/11/23 000000|PUEBLA, PUEBLA|NCI-202300301501
58097|1|1562046||||12150|21/7/21 000000|CHOLULA, PUEBLA|
57421|1|248|66|1|5 A-C||9/8/23 000000|HUEJOTZINGO, PUEBLA|
56163|1|3159648|183 A 206|1526|APENDICE|0052337 1|6/11/23 000000|PUEBLA, PUEBLA|
57068|2|1714955|437 a 479|1275|APENDICE|16346|14/11/23 000000|CUAUTLANCINCO|HIPOTECA
57068|1|1714948|437 a 479|1275|APENDICE|16346|14/11/23 000000|CUAUTLANCINCO|COMPRAVENTA
58084|1|FME|N-2023089682||||9/11/23 000000|PUEBLA|NCI 202300296143
57622|1|1715585||||0302017 1|13/11/23 000000|CHOLULA, PUEBLA|
58033|1|1474|499 A 508 |||SEGUNDA|6/11/23 000000|CORDOBA, VERACRUZ|ANEXOS DE LA FOJA 1 A 6
57862|1|1712204||||290617 1|6/11/23 000000|CHOLULA, PUEBLA|
57567|1|3158784|158 a 191|1513|APENDICE|34872|3/11/23 000000|PUEBLA, PUEBLA|COMPRAVENTA
58000|1|662|167|3|5||26/10/23 000000|CHOLULA, PUEBLA|
58038|1|0|||||3/1/23 000000|CIUDAD DE MEXICO|FME N-2023010553, NCI 202300289341
58032|1|NCI|202300291475||FME      N|2023088419|6/11/23 000000|PUEBLA|
54172|1|370895|||||11/10/23 000000|HUEJOTZINGO, PUEBLA|FOLIO 0038492 1
56869|1|372475|||||9/10/23 000000|HUEJOTZINGO, PUEBLA|FOLIO 0066785 1
57811|3|0|||||1/11/23 000000|PUEBLA, PUEBLA|FOLIO 0530666 1 PU-571706-01
57811|2|0|||||1/11/23 000000|PUEBLA, PUEBLA|FOLIO 0530665 1 PU-35453-01
57811|1|3158094|||||1/11/23 000000|PUEBLA, PUEBLA|FOLIO 0473585 1 REGIMEN
53958|2|1708167|369 a 392|1221|APENDICE|201304|25/10/23 000000|CUAUTLANCINGO|COMPRAVENTA
53958|1|1708158|369 a 392|1221|APENDICE|201304|25/10/23 000000|CUAUTLANCINGO|DECLARACION DE ERECCION
57763|2|1709348|||||30/10/23 000000|CHOLULA, PUEBLA|FOLIO 0321347 1 HIPOTECA
57763|1|1709341|||||30/10/23 000000|CHOLULA, PUEBLA|FOLIO 0321347 1 COMPRAVENTA
54201|1|1693005|||||21/9/23 000000|CHOLULA, PUE.|FOLIO 0161635 1
57976|1|NCI|202300283495||FME    N-|2019047915|27/10/23 000000|PUEBLA|
57945|1|NCI|202300253257||FME     N-|2021017727|29/9/23 000000|CIUDAD DE MEXICO|
57928|1|NCI|202300258701||FME   N -|2023078767|5/10/23 000000|PUEBLA|
57929|1|1101031||MATRICULA||232-2023|20/10/23 000000|PUEBLA|
57921|1|NCI|202300247374||FME   N-|2023075667|25/9/23 000000|PUEBLA|
57887|1|NCI|202300234923||FME    N-|2019015366|12/9/23 000000|PUEBLA|
57971|1|FME 1426|||||20/10/23 000000|TECALI DE HERRERA, PUE.|NCI 202300276754
57998|1|NCI|202300271936||FME     N-|2019037966|17/10/23 000000|PUEBLA|
57999|1|NCI|202300272063||FME    N-|2020015977|17/10/23 000000|PUEBLA|
58044|1|FME|N-2023086556||||30/10/23 000000|TECALI DE HERRERA, PUEBLA|NCI 202300285015
55068|1|3156360|||||26/10/23 000000|PUEBLA, PUEBLA|FOLIO 0270216 1 
57890|1|3156347|142 a 163|1487|APENDICE|0239516 1|27/10/23 000000|PUEBLA, PUEBLA|COMPRAVENTA
52775|1|672|169|53|2||4/10/23 000000|TEPEACA, PUEBLA|
57894|1|0|||||26/10/23 000000|CIUDAD DE MEXICO|FME N-2023085595 NCI 202300281937
41277|1|3155620|||||26/10/23 000000|PUEBLA, PUEBLA|FOLIO 0104143 1 COMPRAVENTA
58004|1|1708963||||244680|26/10/23 000000|CHOLULA, PUEBLA|EXTINCION PARCIAL DE FIDEICOMISO
57876|1|3153466||||468799|20/10/23 000000|PUEBLA|
56435|3|1708883|||||26/10/23 000000|CHOLULA, PUEBLA|FOLIO 0325931 1 DONACION
56435|2|1708878|||||26/10/23 000000|CHOLULA, PUEBLA|FOLIO 0325931 1 DECLARACION DE LO EDIFIC
56435|1|1708861|||||26/10/23 000000|CHOLULA, PUEBLA|FOLIO 0267898 1 SEGREGACION
57815|2|3155343|||||24/10/23 000000|PUEBLA, PUEBLA|FOLIO 0466102 1 SUCESION TESTAMENTARIA
57815|1|3155340|||||24/10/23 000000|PUEBLA, PUEBLA|FOLIO 0466102 1 NOMBRAMIENTO DE ALBACEA 
55701|1|61276||||0010546|19/10/23 000000|ATLIXCO, PUEBLA|
57820|1|61369|385 A 389|73|APENDICE|0010546 1|26/10/23 000000|PUEBLA, PUEBLA|CANCELACION DE INSCRIPCION 
57746|1|3155322|490 a 546|1467|APENDICE|0232674 1|24/10/23 000000|PUEBLA, PUEBLA|COMPRAVENTA
57180|4|1676996|231 a 258|907|APENDICE||4/8/23 000000|CHOLULA, PUEBLA|CONVENIO MODIFICATORIO
57180|3|1676990|231 a 258|907|APENDICE||4/8/23 000000|CHOLULA, PUEBLA|CONVENIO MODIFICATORIO
57180|2|1676983|231 a 258|907|APENCICE||4/8/23 000000|CHOLULA, PUEBLA|CONVENIO MODIFICATORIO
57180|1|1676949|231 a 258|907|APENDICE||4/8/23 000000|CHOLULA, PUEBLA|CONVENIO MODIFICATORIO
57708|2|1692461||||59344|22/9/23 000000|CHOLULA, PUEBLA|POR LA HIPOTECA
57708|1|1692454||||59344|22/9/23 000000|CHOLULA, PUEBLA|POR EL FIDEICOMISO
57079|1|3152599|105 a 126|1442|APENDICE||20/10/23 000000|PUEBLA, PUEBLA|
57310|1|1703065|430 a 451|1168|APENDICE||13/10/23 000000|SAN ANDRES CHOLULA|
57879|1|1703257|143-190|1185|Apndice||18/10/23 000000|Cholula, Puebla|
57298|2|1702024||||244680|12/10/23 000000|CHOLULA, PUEBLA|
57877|1|3153451||||468788|20/10/23 000000|PUEBLA|
57298|1|1702041||||244680|12/10/23 000000|CHOLUA, PUEBLA|POR EL FIDEICOMISO
56715|1|FME 31983|||||18/10/23 000000|PUEBLA, PUEBLA|NCI 202300273810
57970|1|FME 1426|||||20/10/23 000000|TECALI DE HERRERA, PUEBLA|NCI 202300276644
51619|1|3144056|||||5/10/23 000000|PUEBLA, PUEBLA|FOLIO 0420538 1 HIPOPTECA
57920|1|0|||||19/10/23 000000|CIUDAD DE MEXICO|FME N-2020078159 NCI-202300275164
57840|2|3152294|1 a 33|1430|APENDICE|72942 1|18/10/23 000000|PUEBLA, PUEBLA|APLICACION DE BIENES
57840|1|3152282|1 a 33|1430|APENDICE|72942 1|18/10/23 000000|PUEBLA, PUEBLA|NOMBRAMIENTO DE ALBACEA Y HEREDEROS
57541|1|FME 36345|||||19/10/23 000000|PUEBLA, PUEBLA|NCI 202300275323
53551|2|3149816||||294439|13/10/23 000000|PUEBLA|POR LA DONACIN
53551|1|3149813||||294436|13/10/23 000000|PUEBLA|POR LA EXTINCION DE USUFRUCTO
56298|4|3147314|32 a 85|1382|APENDICE|0166425 1|12/10/23 000000|PUEBLA|DONACION
56298|3|3147312|32 a 85|1382|APENDICE|0166425 1|12/10/23 000000|PUEBLA|SUCESION INTESTAMENTARIA NOTARIAL
56298|2|3147310|32 a 85|1382|APENDICE|0166425 1|12/10/23 000000|PUEBLA|DECLARACION DE ALBACEA Y HEREDEROS
56298|1|3147305|32 a 85|1382|APENDICE|0166425 1|12/10/23 000000|PUEBLA|DECLARACION DE LO EDIFICADO
56387|3|3148739|||||12/10/23 000000|PUEBLA, PUEBLA|FOLIO 0042957 1 COMPRAVENTA
56387|2|3148728|||||12/10/23 000000|PUEBLA, PUEBLA|FOLIO 0042957 1 DECLARACION DE LO EDIFIC
56387|1|3148701|||||12/10/23 000000|PUEBLA, PUEBLA|FOLIO 0042957 1 EXTINCION DE USUFRUCTO
57372|1|1702022|||||10/10/23 000000|CHOLULA, PUEBLA|FOLIO 0158229 1 DONACION
54465|1|1702979|92 a 111|1167|APENDICE||13/10/23 000000|PUEBLA, PUEBLA.|
54805|1|1696281|308 a 328|1131|APENDICE||5/10/23 000000|PUEBLA, PUEBLA|
58002|1|FME|N-2018004432||||17/10/23 000000|HUAJUAPAN DE LEON, OAXACA.|NCI 202300272190
58001|1|FME |N-2018065098||||17/10/23 000000|HUAJUAPAN DE LEON, OAXACA|NCI 202300272138
58003|1|FME|N-2020006470||||17/10/23 000000|HUAJUAPAN DE LEON, OAXACA|NCI 202300271555
57359|1|3138870|329 a 348|1265|APENDICE|0217385 1|25/9/23 000000|PUEBLA, PUEBLA|DONACION
56793|1|460035|427 a 446|158|APENDICE||28/9/23 000000|PUEBLA, PUEBLA|
57839|1|1100945|||||22/9/23 000000|PUEBLA, PUEBLA|MATRICULA 181-78
57374|1|347|107|5|3||2/10/23 000000|ATLIXCO, PUEBLA|
57909|1|FME 960|||||13/10/23 000000|TECALI DE HERRERA, PUEBLA|NCI 202300268986
55341|2|3147894|||||11/10/23 000000|PUEBLA, PUEBLA|FOLIO 0268739 1 COMPRAVENTA
55341|1|3147890|||||11/10/23 000000|PUEBLA, PUEBLA|FOLIO 0268739 1 DECLARACION DE LO EDIFIC
56902|1|1699923|||||10/10/23 000000|CHOLULA, PUEBLA|FOLIO 0158229 1 RECTIFICACION
56068|1|1699895|||||10/10/23 000000|CHOLULA, PUEBLA|FOLIO 0144570 1 DONACION
57833|1|3140637|382 a 387|1294|APENDICE|0467291 1|29/9/23 000000|PUEBLA, PUEBLA|CANCELACION DE HIPOTECA 
55707|1|1696365|355 A 361|1119|APENDICE||2/10/23 000000|PUEBLA|
57837|1|0|||||11/10/23 000000|CHOLULA, PUEBLA|FME N-2023080981 NCI 202300266094
57992|1|NCI|202300266391||FME   N-|2017023242|11/10/23 000000|PUEBLA|POR LA PROTOCOLIZACION
56768|2|1698198|||||9/10/23 000000|CHOLULA, PUEBLA|FOLIO 0126708 1 COMPRAVENTA
56768|1|1698180|||||9/10/23 000000|CHOLULA, PUEBLA|FOLIO 0126708 1 CANCELACION DE HIPOTECA
57736|1|644|162 VTA|3|5||13/9/23 000000|CHOLULA, PUEBLA|
56075|1|3145219|||||6/10/23 000000|PUEBLA, PUEBLA|FOLIO 0194255 1
57524|1|1698046|||||29/9/23 000000|CHOLULA, PUEBLA|FOLIO 0187742 1
57140|1|3130038|||||28/9/23 000000|PUEBLA, PUEBLA|FOLIO 0008456 1
54349|1|3144814|||||5/10/23 000000|PUEBLA, PUEBLA|FOLIO 0420538 1
57885|1|NCI|202300239428||FME    N-|2018004432|15/9/23 000000|HUAJUAPAN DE LEON, OAX|POR LA PROTOCOLIZACION
57884|1|NCI|202300239492||FME  N-|2018004432|15/9/23 000000|HUAJUAPAN DE LEON, OAX|POR LA PROTOCOLIZACION
57883|1|NCI|202300239365||FME     N-|2018065098|15/9/23 000000|HUAJUAPAN DE LEON|POR LA PROTOCOLIZACION
57181|2|1700016|||||5/10/23 000000|CHOLULA, PUEBLA|FOLIO 0325502 1 COMPRAVENTA
57181|1|1700009|||||5/10/23 000000|CHOLLULA, PUEBLA|FOLIO 0149963 1 RECTIFICACION 
57882|1|NCI|202300239279||FME    N-|2020006470|15/9/23 000000|HUAJUAPAN DE LEON, OAX|POR LA PROTOCOLIZACION
57501|2|1699950|||||5/10/23 000000|CHOLULA, PUEBLA|FOLIO 0321899 1 DONACION
57501|1|1699944|||||5/10/23 000000|CHOLULA, PUEBLA|FOLIO 0321899 1 DECLARACION DE LO EDIFIC
57881|1|NCI|202300228672||FME    N-|2023070571|6/9/23 000000|HUAJUAPAN DE LEON, OAX|POR LA CONSTITUCION
57911|1|429268|||||29/9/23 000000|CIUDAD DE MEXICO|NCI 202300253271
53096|1|0|||||22/9/23 000000|TLAXCALA, TLAXCALA|TR-37FE8-9HA42-8 FRE TL93-X4W2-YP7H-8Z9W
53095|1|0|||||22/9/23 000000|TLAXCALA, TLAXCALA|TR-23NJ9-4CT77-2 FRE TL93-X4W2-YP7H-8Z9W
56904|1|1694656|||||25/9/23 000000|CHOLULA, PUEBLA|FOLIO 0058823 1
57575|2|1696958|||||27/9/23 000000|CHOLULA, PUEBLA|FOLIO 0189127 1 DONACION
57575|1|1696952|||||27/9/23 000000|CHOLULA, PUEBLA|FOLIO 0189127 1 RECTIFICACION
56666|2|1693778|247 a 279|1074|APENDICE|0265736 1|21/9/23 000000|CHOLULA, PUEBLA|CONSTITUCION DE FIDEICOMISO
56666|1|1693766|247 a 279|1074|APENDICE|0265736 1|21/9/23 000000|CHOLULA, PUEBLA|HIPOTECA
57576|2|1696391|||||26/9/23 000000|CHOLULA, PUEBLA|FOLIO 0321841 1 DONACION
57576|1|1696378|||||26/9/23 000000|CHOLULA, PUEBLA|FOLIO 0321841 1 RECTIFICACIN
54127|1|3138285|||||22/9/23 000000|PUEBLA, PUEBLA|FOLIO 0020259 1
57868|1|1100946|279 al 306|41-2023|COMERCIO||22/9/23 000000|PUEBLA, PUEBLA|
55056|1|3133387|460 a 477|1197|APENDICE|0450412 1|12/9/23 000000|PUEBLA|COMPRAVENTA 
57235|1|3138413|||||21/9/23 000000|PUEBLA, PUEBLA|FOLIO 0120524 1 COMPRAVENTA
57872|1|1100997|||||22/9/23 000000|PUEBLA, PUEBLA|MATRICULA 677-2007
56997|2|3136462|110 a 159|1239|APENDICE|0013565 1|19/9/23 000000|PUEBLA|SUCESION INTESTAMENTARIA NOTARIAL
56997|1|3136421|110 a 159|1239|APENDICE|0013565 1|19/9/23 000000|PUEBLA|NOMBRAMIENTO DE ALBACEA Y DECLARACION DE
55548|2|1694764|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 0325225 1 DONACION
55548|1|1694735|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 0306767 1 CONSTITUCION DE SERVIDUM
55284|1|1694980|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 0325232 1 COMPRAVENTA
55143|3|1693748|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 0325203 1 COMPRAVENTA
55143|2|1693839|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 023425 1 CONSTITUCION DE SERVIDUMB
55143|1|1693727|||||21/9/23 000000|CHOLULA, PUEBLA|FOLIO 0283425 1 RECTIFICACION DE FOLIO
56703|1|1689906|||||14/9/23 000000|CHOLULA, PUEBLA|FOLIO 0036050 1
57752|1|NCI|202300239058||FME     N-|2023072319|15/9/23 000000|PUEBLA|
57900|1|NCI|202300238457||FME   N-|2023073128|14/9/23 000000|PUEBLA|POR LA CONSTITUCIN
57901|1|NCI|202300238802||FME    N-|2023073202|15/9/23 000000|PUEBLA|POR LA CONSTITUCION
57328|1|0|||||5/7/23 000000|TLAXCALA|FME N-2019052107 NCI 202300160001
56863|1|1100922|||||13/9/23 000000|PUEBLA, PUEBLA|MATRICULA 38-33 C.
57143|1|3130052|||||6/9/23 000000|PUEBLA, PUEBLA|FOLIO 0337919 1
57141|1|3134709|||||13/9/23 000000|PUEBLA, PUEBLA|FOLIO 0014502 1
57464|1|0|||||18/4/23 000000|PUEBLA, PUEBLA|FME N-2020028275, NCI 202300095682
